Feature ID,Feature Name,Feature Type,I,P value,Adjusted p value,Feature Counts in Spots Under Tissue,Median Normalized Average Counts,Barcodes Detected per Feature
ENSG00000108107,RPL28,Gene Expression,0.19329451196362013,0.0,0.0,23372,2.32415511806518,2895
ENSG00000144713,RPL32,Gene Expression,0.19142828990458438,0.0,0.0,18574,1.903766862861202,2730
ENSG00000196878,LAMB3,Gene Expression,0.1911357899712338,0.0,0.0,2578,0.3502318015953643,1116
ENSG00000233927,RPS28,Gene Expression,0.19070762124242205,0.0,0.0,31601,3.053744490426772,3060
ENSG00000265681,RPL17,Gene Expression,0.1897846445638861,0.0,0.0,16765,1.438755353382338,2429
ENSG00000171867,PRNP,Gene Expression,0.1896025049978453,0.0,0.0,6532,0.7742567189108309,1891
ENSG00000164530,PI16,Gene Expression,0.1884877470894236,0.0,0.0,605,0.28649626148095414,383
ENSG00000134757,DSG3,Gene Expression,0.18827048267703675,0.0,0.0,3800,0.37289063171564507,1240
ENSG00000084207,GSTP1,Gene Expression,0.18764452592124892,0.0,0.0,9286,0.7953485008339385,1899
ENSG00000107562,CXCL12,Gene Expression,0.18757517778019295,0.0,0.0,2224,0.6300981163607863,1234
ENSG00000109475,RPL34,Gene Expression,0.18747382286533001,0.0,0.0,18612,1.7742929662542306,2633
ENSG00000113140,SPARC,Gene Expression,0.1860484771178296,0.0,0.0,9393,1.9446981123466538,2714
ENSG00000127824,TUBA4A,Gene Expression,0.1843719345505732,0.0,0.0,4123,0.45746075145632614,1445
ENSG00000167642,SPINT2,Gene Expression,0.18392404277896038,0.0,0.0,5201,0.5174563601686432,1550
ENSG00000034510,TMSB10,Gene Expression,0.18375485092740831,0.0,0.0,35832,5.133303384949688,3376
ENSG00000142541,RPL13A,Gene Expression,0.1830343639981845,0.0,0.0,23546,2.391415771280358,2918
ENSG00000100219,XBP1,Gene Expression,0.18152691660509288,0.0,0.0,3219,0.46400865797038526,1200
ENSG00000071082,RPL31,Gene Expression,0.18148470252986143,0.0,0.0,10776,0.9349606935583977,2095
ENSG00000131771,PPP1R1B,Gene Expression,0.1812914475477273,0.0,0.0,23,0.00930333349697166,18
ENSG00000177600,RPLP2,Gene Expression,0.18103655507460928,0.0,0.0,22707,2.163825014312987,2808
ENSG00000178372,CALML5,Gene Expression,0.18090221126054717,0.0,0.0,11175,0.9102992413538816,1884
ENSG00000121742,GJB6,Gene Expression,0.18054961011763584,0.0,0.0,4017,0.3713838204856318,1217
ENSG00000156508,EEF1A1,Gene Expression,0.17899567796231403,0.0,0.0,51875,6.023975749411127,3475
ENSG00000206073,SERPINB4,Gene Expression,0.17837783698340115,0.0,0.0,3672,0.2164174778259258,789
ENSG00000229117,RPL41,Gene Expression,0.1776762051607771,0.0,0.0,45078,4.496413791810794,3322
ENSG00000124614,RPS10,Gene Expression,0.17759120112892887,0.0,0.0,8819,0.7376671978469038,1872
ENSG00000182718,ANXA2,Gene Expression,0.1775558611285701,0.0,0.0,14685,1.6394642666220622,2579
ENSG00000132465,JCHAIN,Gene Expression,0.17695727794031993,0.0,0.0,4413,0.7669691599893592,1546
ENSG00000074800,ENO1,Gene Expression,0.17609172578171525,0.0,0.0,8796,0.9382778638809839,2113
ENSG00000163191,S100A11,Gene Expression,0.17595918412191333,0.0,0.0,13655,1.1123775398621767,2198
ENSG00000142173,COL6A2,Gene Expression,0.17575467968096437,0.0,0.0,6733,1.548371398570373,2461
ENSG00000156234,CXCL13,Gene Expression,0.17573005702948288,0.0,0.0,761,0.1750099286680126,540
ENSG00000008988,RPS20,Gene Expression,0.17467733313404962,0.0,0.0,7441,0.6560067622974824,1754
ENSG00000089356,FXYD3,Gene Expression,0.17337419626550485,0.0,0.0,7213,0.6226798226116711,1658
ENSG00000108298,RPL19,Gene Expression,0.17305860170451626,0.0,0.0,13668,1.159210064494761,2223
ENSG00000118181,RPS25,Gene Expression,0.17266979510009045,0.0,0.0,11227,1.0906589029435063,2212
ENSG00000110700,RPS13,Gene Expression,0.17248118223980385,0.0,0.0,13488,1.1589776337380675,2277
ENSG00000183696,UPP1,Gene Expression,0.1721886450096668,0.0,0.0,1076,0.14927696825168757,596
ENSG00000275385,CCL18,Gene Expression,0.17200607414297497,0.0,0.0,2448,0.4488163211898932,1226
ENSG00000196262,PPIA,Gene Expression,0.17187847672805065,0.0,0.0,12231,0.9621291073214172,2102
ENSG00000172809,RPL38,Gene Expression,0.17180994916761708,0.0,0.0,11647,1.0678869226732568,2190
ENSG00000230937,MIR205HG,Gene Expression,0.1697356560682215,0.0,0.0,6651,0.720742268524515,1745
ENSG00000198840,MT-ND3,Gene Expression,0.16901467822554464,0.0,0.0,36896,6.4287519233223716,3546
ENSG00000142534,RPS11,Gene Expression,0.168327638111673,0.0,0.0,14982,1.599259021769381,2547
ENSG00000142156,COL6A1,Gene Expression,0.16795207507158116,0.0,0.0,4632,0.9692401306559089,1979
ENSG00000205542,TMSB4X,Gene Expression,0.16687066563718472,0.0,0.0,24319,3.613815577484922,3199
ENSG00000134762,DSC3,Gene Expression,0.1662073928809878,0.0,0.0,6485,0.5843482221852551,1597
ENSG00000111640,GAPDH,Gene Expression,0.1659527911704354,0.0,0.0,13743,1.2952242685094297,2387
ENSG00000057149,SERPINB3,Gene Expression,0.1658652998204942,0.0,0.0,3730,0.23959594397777878,871
ENSG00000161970,RPL26,Gene Expression,0.16537877543900434,0.0,0.0,12468,1.0554531973607966,2214
ENSG00000116133,DHCR24,Gene Expression,0.16512261398520328,0.0,0.0,3001,0.34721036610436795,1232
ENSG00000185567,AHNAK2,Gene Expression,0.1643500775329788,0.0,0.0,2360,0.27250673033479483,1082
ENSG00000134765,DSC1,Gene Expression,0.16318601774443306,0.0,0.0,728,0.07853611490401384,355
